dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_fin|A {s8} it is, then.{***}
dlga_lord_tell_mission_incriminate_commander_fin:lord_pretalk|I can't tell you how pleased I am to hear that,{playername}. You are removing one of the greatest obstacles in my path.Here is the letter, as well as 300 piastres for your expenses.Remember, there'll be more once you succeed. Much, much more...{***}
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_rejected|No, I'll not sacrifice one of my chosen men.{***}
dlga_lord_tell_mission_incriminate_commander_rejected:lord_pretalk|Dishonourable? Nonsense!I thought I could rely on you, {playername}, but it seems your stupid 'honour' is matters more to you than your loyalty.I shall have to find someone else, someone I can actually trust.{***}
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_fin|Fine, a {s8} it will be.{***}
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_rejected|This is dishonourable. I want nothing to do with this scheme.{***}
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_rejected|I don't wish to act dishonourable against {s15}.{***}
dlga_lord_tell_mission:lord_mission_told.2|Some of my men were taken prisoners in a recent skirmish with the enemy.We have a mutual agreement of prisoner exchange, of course, so my soldiers are safe,but they only agree to trade them for the captives of equal rank and number. Which I sadly happen to hold none of.So, I need a good {man/warrior} to deliver me {reg1} {s3} as prisoners, that I may exchange them for my troops.{***}
dlga_lord_tell_mission:lord_pretalk|No, {playername}. I do not need your help at this time.{***}
dlga_lord_request_mission_ask:lord_pretalk.2|My {lord/lady}, by the traditions of courtship, I should be offering my services to you. Unfortunately, I have little time right now, so I beg you to take this declaration of my esteem in its place.{***}
dlga_lord_talk:combined_political_quests|Do you think we can work together to advance our standings in this realm?{***}
dlga_lord_talk:lord_ask_resign_marshalship|I wish to resign the admiralcy.{***}
dlga_lord_ask_resign_marshalship:lord_pretalk|So be it. I shall have to find someone else.{***}
dlga_lord_talk:lord_ask_enter_service|{s66}, I wish to serve you as a captain in your fleet.{***}
dlga_lord_ask_enter_service:lord_give_oath_under_oath_already|Aren't you fighting on behalf of {s5}?{***}
dlga_lord_give_oath_under_oath_already:lord_pretalk|This is true, {s65}. Forget I've asked.{***}
dlga_lord_ask_enter_service:lord_pretalk|I wouldn't trust you to take care of my night vase, {playername}, let alone my ships.{***}
dlga_lord_ask_enter_service:lord_ask_enter_service_female_2|Well, you do seem to be a capable captain, despite being a {man/woman}. I have to admit that for sure.{***}
dlga_lord_ask_enter_service_female_2:lord_ask_enter_service_female_response|Governing a settlement is another thing, though. A {s0} would become the laughing stock of the entire Caribbean were he to begin giving away offices to {men/women}. I am sure you understand.{***}
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service_female_solution_capture|And what if I captured an enemy town?{***}
dlga_lord_ask_enter_service_female_solution_capture:lord_ask_enter_service_female_response|Well, in that case, I might agree to appoint you as its governor. Did you have any other questions?{***}
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service_female_solution_marriage|What if I were to marry into your court?{***}
dlga_lord_ask_enter_service_female_solution_marriage:lord_ask_enter_service_female_response|That would hardly change my attitude. But I am sure your {wife/husband} would not mind sharing {her/his} assets with you, making you a governor in all but the name. Did you have any other questions?{***}
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service_female_solution_competitor|Perhaps someone else will be more open-minded...{***}
dlga_lord_ask_enter_service_female_solution_competitor:lord_ask_enter_service_female_response|He has to be desperate indeed. Did you have any other questions?{***}
dlga_lord_ask_enter_service_female_response:lord_ask_enter_service|It does not matter. I still wish to serve you.{***}
dlga_lord_ask_enter_service:lord_give_oath_1|Your reputation preceeds you, {playername}. I shall be pleased to accept your {s0} into my service.{***}
dlga_lord_give_oath_1:lord_give_oath_go_on_3|Thank you, {s65}.{***}
dlga_lord_give_oath_2:lord_give_oath_3|Good. Then repeat the words of the oath with me: I swear homage to you as lawful ruler of {s41}.{***}
dlga_lord_give_oath_3:lord_give_oath_4|I pledge homage to you as lawful ruler of {s41}.{***}
dlga_lord_give_oath_4:lord_give_oath_5|I will remain as your loyal and devoted {man/follower} as long as my breath remains...{***}
dlga_lord_give_oath_5:lord_give_oath_6|I will remain as your loyal and devoted {man/follower} as long as my breath remains...{***}
dlga_lord_give_oath_6:lord_give_oath_7|...and I will be at your side to fight your enemies should you need my sword.{***}
dlga_lord_give_oath_7:lord_give_oath_8|...and I will be at your side to fight your enemies should you need my sword.{***}
dlga_lord_give_oath_8:lord_give_oath_9|Finally, I will uphold your lawful claims and those of your legitimate heirs.{***}
dlga_lord_give_oath_9:lord_give_oath_10|Finally, I will uphold your lawful claims and those of your legitimate heirs.{***}
dlga_lord_give_oath_10:lord_give_oath_go_on_2|Very well. You have given me your solemn oath, {playername}. May you uphold it always, with proper courage and devotion.{***}
dlga_lord_give_oath_go_on_2:lord_give_oath_go_on_3|Let it be known that from this day forward, you are my sworn {man/follower} and noble.I give you my protection and grant you the right to bear arms in my name, and I pledge that I shall not deprive you of your life, liberty or properties except by the lawful judgment of your peers or by the law and custom of the land.{reg1? Furthermore, I appoint you as a governoer of the settlement of {s1} with all its rents and revenues.:}{***}
dlga_lord_give_oath_go_on_3:lord_give_conclude|Excellent, {playername}. Serve me well, and you will rise high.{***}
dlga_lord_give_conclude:lord_give_conclude_2|{s41}{***}
dlga_lord_give_conclude_2:close_window|Forward, then! Our first task is to take hold of a fortress and persuade other nobles to join us. You lead the way!{***}
dlga_lord_give_conclude_2:close_window.1|So be it, {s0}. May all my nobles be as valiant and loyal as you.{***}
dlga_lord_give_conclude_2:close_window.2|I have great hopes for you, {playername}. I know you shall prove yourself worthy of the trust I have placed in you.{***}
dlga_lord_give_oath_9:lord_give_oath_give_up|{reg65?My lady:Sir}, I must have more time to consider this.{***}
dlga_lord_give_oath_give_up:close_window|Shouldn't you have thought about it before bothering me? Fine, take all the time you need, but do not expect to sway me with empty words.{***}
dlga_lord_give_oath_give_up:lord_pretalk|Take whatever time you need, my lady.{***}
dlga_lord_give_oath_give_up:close_window.1|What? If you can't decide, {playername}, do not waste my time.{***}
dlga_lord_give_oath_7:lord_give_oath_give_up|{reg65?My lady:My lord}, please give me more time to think about this.{***}
dlga_lord_give_oath_5:lord_give_oath_give_up|{reg65?My lady:Sir}, may I ask for some time to think about this?{***}
dlga_lord_give_oath_3:lord_give_oath_give_up|Excuse me, {reg65?my lady:sir}. But I feel I need to think about this.{***}
dlga_lord_give_oath_1:lord_give_oath_give_up|Forgive me, {s65}, I should think more about it.{***}
dlga_lord_ask_enter_service:lord_pretalk.1|I have hardly heard of your exploits, {playername}. Prove yourself on the field of battle, then we talk.{***}
dlga_lord_ask_enter_service:lord_enter_service_swear|Good thinking, {playername}. A loyal {man/woman} in my service can rise high. First, though, I wish you to swear to serve {s5}.{***}
dlga_lord_enter_service_swear:lord_enter_service_swear_accepted|And swear I do, {s65}.{***}
dlga_lord_enter_service_swear_accepted:close_window|Then, {playername}, you are now a captain on the service of {s5}.{***}
dlga_lord_enter_service_swear:lord_enter_service_swear_denied|I need some time to think about this.{***}
dlga_lord_enter_service_swear_denied:close_window|What? If you can't decide, {playername}, do not waste my time.{***}
dlga_lord_ask_enter_service_female_response:lord_pretalk|Forget it.{***}
dlga_lord_talk:lord_ask_enter_service.1|{s66}, I wish to become your sworn {man/woman} and fight for your honour.{***}
dlga_lord_talk:lord_ask_leave_service|{s66}, I want to serve you no longer.{***}
dlga_lord_ask_leave_service:lord_ask_leave_service_verify|Is that so, {playername}? You served us well before. It would be a shame to end it like that.{***}
dlga_lord_ask_leave_service_verify:lord_ask_leave_service_2|I have decided, {s65}.{***}
dlga_lord_ask_leave_service_2:lord_ask_leave_service_verify_again|Pah. You are, of course, aware that you will have to resign from all posts and offices I have granted you.{***}
dlga_lord_ask_leave_service_verify_again:lord_ask_leave_service_3|Yes, {s65}.{***}
dlga_lord_ask_leave_service_3:lord_ask_leave_service_end|As you wish. I relieve you from your service, {playername}. You are now free to sell your sword elsewhere.{***}
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2|Thank you, sir. It was an honour to serve you...{***}
dlga_lord_ask_leave_service_end_2:close_window|Farewell then, {playername}, and good luck go with you.{***}
dlga_lord_ask_leave_service_end:lord_ask_leave_service_end_2.1|My thanks. It feels good to be {a free man/free} once again.{***}
dlga_lord_ask_leave_service_verify_again:lord_ask_leave_service_giveup|Come to think of it... You can count on my loyalty now and ever.{***}
dlga_lord_ask_leave_service_giveup:lord_pretalk|I am pleased to hear it, {playername}. I hope we will not have to discuss that again.{***}
dlga_lord_ask_leave_service_verify_again:dplmc_lord_ask_leave_service_rebellion|I have different plans, {s65}.{***}
dlga_dplmc_lord_ask_leave_service_rebellion:dplmc_lord_ask_leave_service_rebellion_verify|What is the meaning of this, {playername}?{***}
dlga_dplmc_lord_ask_leave_service_rebellion_verify:lord_ask_leave_service_3|You are right, {s65}. I will resign in peace.{***}
dlga_dplmc_lord_ask_leave_service_rebellion_verify:dplmc_lord_ask_leave_rebellion_confirm|What is mine, is mine. I will not surrender anything I possess.{***}
dlga_dplmc_lord_ask_leave_rebellion_confirm:dplmc_lord_ask_leave_rebellion_confirm_final|You disappoint me greatly, {playername}. You may have once had my confidence, but this is beyond reason. Do not doubt that I will defend my honor from your insult. This is war between us.{***}
dlga_dplmc_lord_ask_leave_rebellion_confirm_final:dplmc_lord_ask_leave_rebellion_end|I hold you in no ill-esteem, {s65}. I do only what is just.{***}
dlga_dplmc_lord_ask_leave_rebellion_end:close_window|This is a dark day, {playername}. It will be marked and rued throughout {s1}. Your treachery will not be soon forgotten. It would be best if you left quickly.{***}
dlga_dplmc_lord_ask_leave_rebellion_end:close_window.1|You are not the same {man/woman} I took as a noble of my realm, {playername}. Be gone from my sight before I end this now.{***}
dlga_dplmc_lord_ask_leave_rebellion_confirm_final:dplmc_lord_ask_leave_rebellion_end.1|We all do what we must. Good bye.{***}
dlga_dplmc_lord_ask_leave_rebellion_confirm_final:dplmc_lord_ask_leave_rebellion_end.2|Then I await the day we meet in battle.{***}
dlga_dplmc_lord_ask_leave_rebellion_confirm:dplmc_lord_ask_leave_rebellion_confirm_final.1|I should have seen your treachery coming. I must be growing soft to have been fool enough to miss your schemes. No matter. Your time will yet come, {playername}. Justice is switftest on a field of battle.{***}
dlga_dplmc_lord_ask_leave_service_rebellion:dplmc_lord_ask_leave_service_rebellion_verify.1|Be cautious, {playername}. These words reek of treason.{***}
dlga_lord_ask_leave_service_verify:lord_ask_leave_service_giveup|You are right, {s65}. My place is here.{***}
dlga_lord_ask_leave_service:lord_ask_leave_service_verify.1|That's unfortunate, {playername}. I used to have some grand plans concerning you. Are you sure in your decision?{***}
dlga_lord_talk:lord_talk_preoffer|I have an offer for you.{***}
dlga_lord_talk_preoffer:lord_talk_offer|Yes?{***}
dlga_lord_talk_offer:knight_offer_join|I wish to ransom one of your prisoners.{***}
dlga_knight_offer_join:hero_pretalk|I fear I cannot join you at the moment, {playername}, I've important business to attend to and it cannot wait.{***}
dlga_hero_pretalk:lord_talk|Anything else?{***}
dlga_lord_talk:lord_give_troops|I want to give some troops to you.{***}
dlga_lord_give_troops:lord_pretalk|I can't accomodate any more {reg65?men:soldiers} right now.  My supply lines are overtaxed as it is.{***}
dlga_lord_give_troops:lord_pretalk.1|I have a plenty of soldiers at the moment, but I suppose I could accomodate a few more.{***}
dlga_lord_give_troops:lord_pretalk.2|Well, I could use some good soldiers. Thank you.{***}
dlga_lord_talk:lord_give_order_ask|I have a new task for you.{***}
dlga_lord_give_order_ask:lord_give_order|Yes?{***}
dlga_lord_give_order:lord_give_order_answer|I need your army here with me.{***}
dlga_lord_give_order_answer:lord_give_order|That would hardly be proper. It would be more appropriate for you to follow me instead. Did you have any other ideas?{***}
dlga_lord_give_order:lord_give_order_answer.1|Will you follow me? I have a plan...{***}
dlga_lord_give_order_answer:lord_pretalk|All right. I will do that.{s12}{***}
dlga_lord_give_order_answer:lord_pretalk.1|I am sorry. I need to attend my own business at the moment.{***}
dlga_lord_give_order:lord_give_order_details_ask|I want you to reinforce our city.{***}
dlga_lord_give_order_details_ask:lord_pretalk|It is not my way to turn tail and run, without even laying eyes on the enemy.{***}
dlga_lord_give_order_details_ask:lord_pretalk.1|You want me to shed my blood outside a fortress while others stand by and watch? I think not.{***}
dlga_lord_give_order_details_ask:lord_give_order_attack_faction|Whom should I crush, then?{***}
dlga_lord_give_order_attack_faction:lord_pretalk|Nevermind.{***}
dlga_lord_give_order_attack_faction:lord_give_order_attack_faction_1|The {s1}.{***}
dlga_lord_give_order_attack_faction_1:lord_give_order_attack_town|Sounds good. Which town do you have in mind?{***}
dlga_lord_give_order_attack_town:lord_pretalk|Nevermind.{***}
dlga_lord_give_order_attack_town:lord_give_order_attack_town_1|{s1}.{***}
dlga_lord_give_order_attack_town_1:lord_give_order_attack_courage|Fine, I'll see to it.{***}
dlga_lord_give_order_attack_courage:lord_give_order_attack_courage_1|Mind you, it's crucial. Spare no effort!{***}
dlga_lord_give_order_attack_courage:lord_give_order_attack_courage_1.1|Don't get carried away though. I'll need your men and ships afterwards.{***}
dlga_lord_give_order_attack_courage_1:close_window|Your wish is my command, {playername}.{***}
dlga_lord_give_order:lord_give_order_details_ask.1|Raid around the village of...{***}
dlga_lord_give_order:lord_give_order_details_ask.2|I want to send your force on a patrol duty.{***}
dlga_lord_give_order:lord_give_order_assault|Together, you and I can take {s11}. You should assault immediately...{***}
dlga_lord_give_order_assault:lord_pretalk|{s4} is directing this siege. I suggest you speak to {reg4?her:him}{***}
dlga_lord_give_order_assault:lord_pretalk.1|Our preparations are not yet ready. We need another {s11}{***}
dlga_lord_give_order_assault:close_window|Very well -- to the walls!{***}
dlga_lord_give_order:lord_give_order_details_ask.3|We are under attack, but the enemy can be repulsed. You should ride towards...{***}
dlga_lord_give_order:lord_give_order_details_ask.4|We are under attack, but the enemy can be repulsed. You should assemble the army and march to...{***}
dlga_lord_give_order:lord_give_order_details_ask.5|I want you to attack a colony of an enemy of ours.{***}
dlga_lord_give_order:lord_give_order_details_ask.6|The enemy is coming in force. Flee in the direction of...{***}
dlga_lord_give_order:lord_give_order_stop|I won't need you for some time. You are free to do as you like.{***}
dlga_lord_give_order_stop:lord_pretalk|All right. I will stop here.{***}
dlga_lord_give_order:lord_give_order_stop.1|You no longer need to accompany me.{***}
dlga_lord_give_order:lord_pretalk|Nevermind.{***}
dlga_lord_talk:lord_give_suggestion_ask|May I suggest a course of action?{***}
dlga_lord_give_suggestion_ask:lord_give_order|I will gladly follow your direction, {sir/your Highness}. If you intend to direct an extensive campaign, however, you may also wish to declare yourself admiral, so there is no cause for confusion.{***}
dlga_lord_give_suggestion_ask:lord_pretalk|My apologies. I don't know you well enough to take your advice.{***}
dlga_lord_give_suggestion_ask:lord_give_order.1|What is it?{***}
dlga_lord_talk:lord_give_order_call_to_arms_verify|I plan a general offensive. Send the word to other captains and follow my army.{***}
dlga_lord_give_order_call_to_arms_verify:lord_give_order_call_to_arms_verify_2|You wish all the captains and governors to join you for a campaign?{***}
dlga_lord_give_order_call_to_arms_verify_2:lord_give_order_call_to_arms|Yes. We must gather all our forces before we march on the enemy.{***}
dlga_lord_give_order_call_to_arms:lord_pretalk|All right then. I will send messengers and tell everyone to come here.{***}
dlga_lord_give_order_call_to_arms_verify_2:lord_pretalk|On second thought, it won't be necessary to summon everyone.{***}
dlga_lord_talk:lord_give_order_disband_army_verify|It's time for you all to go your own way, I no longer need your troops around.{***}
dlga_lord_give_order_disband_army_verify:lord_give_order_disband_army_2|You want us to stop following your army?{***}
dlga_lord_give_order_disband_army_2:lord_give_order_disband_army|Yes. We no longer need all our forces here.{***}
dlga_lord_give_order_disband_army:lord_pretalk|All right. I will let everyone know that they can return to their residences and resume their duties.{***}
dlga_lord_give_order_disband_army_2:lord_pretalk|On second thought, it will be better to stay together for now.{***}
dlga_lord_talk:lord_give_town|I want you to govern a town in my name.{***}
dlga_lord_give_town:lord_give_town_1|That's wonderful news, {sir/my lady}. Which town do you have in mind?{***}
dlga_lord_give_town_1:lord_pretalk|Let's discuss it later.{***}
dlga_lord_give_town_1:lord_give_town_2|{s0}.{***}
dlga_lord_give_town_2:lord_talk|Thank you, {sir/my lady}! Rest assured, I'll take good care of {s0}.{***}
dlga_lord_talk:lord_talk_ask_something|May I ask you something?{***}
dlga_lord_talk_ask_something:lord_talk_ask_something_2|Yes? I am listening.{***}
dlga_lord_talk_ask_something_2:dplmc_lord_family_affiliate_end|I have done my share with your family, I want to be discharged of my pledge.{***}
dlga_dplmc_lord_family_affiliate_end:script_dplmc_affiliate_confirm|What did you say?{***}
dlga_script_dplmc_affiliate_confirm:dplmc_lord_family_affiliate_leave|I do not want to be related to your house anymore.{***}
dlga_dplmc_lord_family_affiliate_leave:close_window|You dare stand and face me to declaim your disavowal! Well, your betrayal cannot make up for frankness. You disappoint the confidence my clan have put in you, {playername}. Each will condemn you in all conscience... but since I avouched your phoney allegiance, I will personally report to all the noblemen about your frivolous plot.{***}
dlga_script_dplmc_affiliate_confirm:lord_pretalk|Oh, nothing.{***}
dlga_lord_talk_ask_something_2:dplmc_lord_family_affiliate|I have great respect for your lineage, I wish to be affiliated to your family.{***}
dlga_dplmc_lord_family_affiliate_response:dplmc_lord_family_affiliate_persuasion|Please Sir, let me serve your family.{***}
dlga_dplmc_lord_family_affiliate_thank:dplmc_lord_family_affiliate_conclusion|I am honored and grateful to be affiliated with your family.{***}
dlga_dplmc_lord_family_affiliate_conclusion:lord_pretalk|You have pledged allegiance to our family, now all of my brethen are your brethren. Our fellowship is about knighthood: Never betray your family, always protect it.{***}
dlga_dplmc_lord_family_affiliate_persuasion:lord_pretalk|Maybe I have not good enough appraisal from my family about you. Or maybe I just need some time to get used to the idea. Let's talk further about it next week.{***}
dlga_dplmc_lord_family_affiliate_response:lord_pretalk|On second thought, I have to reconsider this decision.{***}
dlga_dplmc_lord_family_affiliate:lord_pretalk|I {reg0?like you well enough:have nothing against you}, but I just don't think it would work out, so I will not sponsor you.{***}
dlga_dplmc_lord_family_affiliate:lord_pretalk.1|Not a chance. Since I dislike you, I will not sponsor you.{***}
dlga_lord_talk_ask_something_2:lord_talk_ask_skill|Have your skills increased since the days when we were travelling companions?{***}
dlga_lord_talk_ask_skill:lord_pretalk|Let me show you...{***}
dlga_lord_talk_ask_something_2:lord_talk_ask_location|I want to know the location of someone.{***}
dlga_lord_talk_ask_location:lord_pretalk|Then you will have to ask someone else.{***}
dlga_lord_talk_ask_location:lady_pretalk|I am afraid you will have to ask someone else.{***}
dlga_lady_pretalk:lady_talk|Now, if you will excuse me...{***}
dlga_lady_talk:lord_talk_ask_location|I want to know the location of someone.{***}
dlga_lord_talk_ask_location:lord_talk_ask_location_2|Very well, I might help you. Who do you wish to hear about?{***}
dlga_lord_talk_ask_location_2:lord_talk_ask_location_3|{s1}{***}
dlga_lord_talk_ask_location_3:lady_pretalk|{s1}{***}
dlga_lady_pretalk:lady_talk.1|Is there anything else?{***}
dlga_lady_talk:dplmc_lady_relations2|I wished to ask about one of your relatives.{***}
dlga_dplmc_lady_relations2:dplmc_lady_info_relative_select|Which noble do you want information about?{***}
dlga_dplmc_lady_info_relative_select:dplmc_lady_info_relative_1|Your {s11} {s18}{***}
dlga_dplmc_lady_info_relative_1:lady_pretalk|Pardon, but I do not feel comfortable discussing such personal matters with you.{***}
dlga_dplmc_lady_info_relative_1:dplmc_lady_info_relative_2|{s47}{***}
dlga_dplmc_lady_info_relative_2:lady_pretalk|{s12}.{***}
dlga_dplmc_lady_info_relative_2:lady_pretalk.1|{s1}{***}
dlga_dplmc_lady_info_relative_1:lady_pretalk.1|{12}{***}
dlga_dplmc_lady_info_relative_select:lady_pretalk|Nevermind.{***}
dlga_lady_talk:dplmc_lady_feasts|Do you know of any ongoing balls?{***}
dlga_dplmc_lady_feasts:lady_pretalk|{s12}{***}
dlga_lady_talk:lady_relations|May I have the honor of knowing more about you, {reg65?my lady:good sir}?{***}
dlga_lady_relations:lady_pretalk|{s12}{***}
dlga_lady_talk:lady_profess_admiration|My {reg65?lady:lord}, I would like to profess myself your most ardent admirer.{***}
dlga_lady_profess_admiration:close_window|{s11}I would like it very much if we could see more of each other.{***}
dlga_lady_profess_admiration:lady_pretalk|Ah... You are too kind... My, the hour is getting rather late, isn't it? I really must be going.{***}
dlga_lady_talk:lady_tournament_dedication_reaction|My {reg65?lady:lord}, I would like to dedicate my successes in this recent tournament to you.{***}
dlga_lady_tournament_dedication_reaction:lady_pretalk|{s9}{***}
dlga_lady_talk:lady_recite_poetry|Do you like poetry, my {reg65?lady:lord}?{***}
dlga_lady_recite_poetry:lady_recite_poetry|That would depend on the poem. Did you intend to recite a verse?{***}
dlga_lady_recite_poetry:lady_recite_poetry_response|Her face so sweet the Death shall fail to sour...{***}
dlga_lady_recite_poetry_response:lady_private_conversation_end|{s11}{***}
dlga_lady_private_conversation_end:lady_pretalk|Time is passing quickly, and we cannot linger here too long.{***}
dlga_lady_recite_poetry:lady_recite_poetry_response.1|I was a child and fair to see...{***}
dlga_lady_recite_poetry:lady_recite_poetry_response.2|The glory of Him who moveth everything...{***}
dlga_lady_recite_poetry:lady_recite_poetry_response.3|Of Peleus' son, Achilles, sing, O Muse...{***}
dlga_lady_recite_poetry:lady_recite_poetry_response.4|My love is as a fever, longing still...{***}
dlga_lady_recite_poetry:lady_pretalk|Actually, I can't think of any that I would care to recite...{***}
dlga_lady_talk:lady_marriage_discussion|Do you think that we may have a future together, {reg65?my lady:kind sir}?{***}
dlga_lady_marriage_discussion:lady_other_suitor|{Sir/Madame} -- as you may know, I have been entertaining offers from a number of {gentlemen/suitors} such as yourself. I am not yet at a stage where I can commit to any of them.{***}
dlga_lady_other_suitor:lady_pretalk|It grieves me to hear that, my {reg65?lady:lord}, but such things must be.{***}
dlga_lady_other_suitor:lady_other_suitor_challenge|Who is the miscreant! Tell me {his/her} name!{***}
dlga_lady_other_suitor_challenge:lady_pretalk|I would be so grateful! But from what I understand, you already have a duel on your hands. {reg0?She:He} is not honor-bound to fight you, if you are committed to another combat. Please, conclude your other business in a hurry, to rescue me from that {reg0?woman:man}'s attentions!{***}
dlga_lady_other_suitor_challenge:lady_pretalk.1|Ah! Such talk. But from what I hear, you already have a duel on your hands. Finish one before you start another! Sigh... {reg0?You {men/women}:People} can be so silly...{***}
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm|It is {s5}. Please, rescue me from that {reg0?woman:man}'s attentions!{***}
dlga_lady_other_suitor_challenge_confirm:lady_other_suitor_challenge_confirm_yes|So be it! I shall challenge {reg0?her:him} to a trial of arms!{***}
dlga_lady_other_suitor_challenge_confirm_yes:lady_pretalk|{s15}{***}
dlga_lady_other_suitor_challenge_confirm:lady_other_suitor_challenge_confirm_no|On second thought, I let my passions run away with me there. Nevermind.{***}
dlga_lady_other_suitor_challenge_confirm_no:lady_private_conversation_end|Good. You are wise not to let your temper guide you.{***}
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm.1|Will you now? This should be interesting. Very well. Your rival is {s5}. Let us see which of you has the greater mettle.{***}
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm.2|Oh, fine! I wish that this were not a matter of honor, so I could refuse such a request. But alas, I feel compelled to tell you that your rival is {s5}. I wish that heaven had not granted me such a fair visage, so that I would not inspire such passions in {men/women}!{***}
dlga_lady_other_suitor_challenge:lady_other_suitor_challenge_confirm.3|I will have none of such talk! It is nonsense for you and {s5} to fight over -- whoops! I beg of you, {sir/madame}, forget the name that just escaped my lips...{***}
dlga_lady_other_suitor:lady_player_threatens_compel|I am tired of these games! I will demand that your family compel you to marry me.{***}
dlga_lady_player_threatens_compel:lady_player_threatens_compel_2|What? Do you mean that?{***}
dlga_lady_player_threatens_compel_2:lady_private_conversation_end|No, of couse not. Please forgive my burst of temper{***}
dlga_lady_player_threatens_compel_2:close_window|Yes -- you clearly do not know what is in your best interests.{***}
dlga_lady_marriage_discussion:lady_proposal_refused|It is good to hear that you are thinking seriously about the future. However, I would like to see you rise a little further in the world before I am ready to commit to marry you.{***}
dlga_lady_proposal_refused:lady_proposal_refused_persuade_check|Perhaps I can persuade you to delay no further.{***}
dlga_lady_proposal_refused_persuade_check:lady_proposal_refused_persuade_player_response|What do you have to say?{***}
dlga_lady_proposal_refused_persuade_player_response:lady_proposal_refused_persuade_result|Love is as a rose, my {reg65?lady:lord}. Left unplucked, it may wither.{***}
dlga_lady_proposal_refused_persuade_result:close_window|Enough, {sir/madame}! I shall not be rushed into marriage, with you or with anyone else! You have made me very cross. Please, leave me alone for a while. I shall let you know when I am ready to speak to you again.{***}
dlga_lady_proposal_refused_persuade_result:lady_betrothed|Oh {playername}, I could never allow that to happen! Oh, if only we could be wed! But my {s11} {s4} would never give {reg4?her:his} permission... Perhaps it is best that we part...{***}
dlga_lady_betrothed:lady_suggest_elope|Never! We must elope together at once!{***}
dlga_lady_suggest_elope:lady_conclude_relationship|Good {playername} -- you are a good and kind man, but a lady cannot defy her family. Such things are not done!{***}
dlga_lady_conclude_relationship:lady_conclude_relationship_confirm|So I suppose our time together must come to an end...{***}
dlga_lady_conclude_relationship_confirm:lady_conclude_relationship_confirm_yes|Yes -- it must be...{***}
dlga_lady_conclude_relationship_confirm_yes:close_window|Farewell, {playername}. We will see each other, in the courts and castles of this realm, but we must keep our distance from each other. I will remember these days fondly, nonetheless.{***}
dlga_lady_conclude_relationship_confirm:lady_conclude_relationship_confirm_no|Wait -- perhaps there is still a chance for us!{***}
dlga_lady_conclude_relationship_confirm_no:close_window|In that case, we shall see what the future brings.{***}
dlga_lady_suggest_elope:lady_other_suitor|{Sir/Madame} -- as you may know, I have been entertaining offers from a number of {gentlemen/suitors} such as yourself. I am not yet at a stage where I can commit to any of them.{***}
dlga_lady_suggest_elope:lady_conclude_relationship.1|Ah {playername}, you must realize. You are still finding your way in the world. I have great affection for you, {playername}, but I will not consign myself to obscurity.{***}
dlga_lady_suggest_elope:lady_conclude_relationship.2|Ah {playername}, although you are kind to me, I am not certain enough of your moral fiber to risk such a thing. Although I bear little affection for my betrothed, it would be a weighty thing to go against my family's wishes, and I am not certain enough of you to take that step.{***}
dlga_lady_suggest_elope:lady_conclude_relationship.3|Good {playername} -- to elope would be to throw away my ties with my family, which are everything to me! I have a considerable affection for you, but I am not sure that I am prepared to risk that.{***}
dlga_lady_suggest_elope:lady_conclude_relationship.4|Good {playername} -- I am not used to the hardships of campaigning as you are. I want a home to call my own. If you were governor of a town with a great hall, I would gladly go there as your {reg0?wife:husband}, to be {reg0?mistress:keeper} of the household. But I do not wish to live like a hunted animal.{***}
dlga_lady_suggest_elope:lady_elope_agree|Elope with you? Yes -- we could do that. It is a great step to defy my family -- but a loveless marriage, and life without you, might be a far worse thing! But be warned -- this will be a terrible blow to my {s11}'s prestige, and {reg4?she:he} will do everything in {reg4?her:his} power to bring you down.{***}
dlga_lady_elope_agree:lady_elope_agree_nurse|Quickly, then! There is no time to lose.{***}
dlga_lady_elope_agree_nurse:lady_elope_agree_lady_vows|Your lordship... Your ladyship... Would you like me to witness your exchange of vows?{***}
dlga_lady_elope_agree_lady_vows:lady_elope_agree_nurse_2|Yes, do that. For my part, I make the following vow: I, {s4}, do swear that I accept {playername} as my {husband/wife}, according to the ancient law and custom of our land...{***}
dlga_lady_elope_agree_nurse_2:lady_elope_agree_player_vows|Very good. Do you, {playername}, swear similarly to accept {s4} as your {reg65?wife:husband}?{***}
dlga_lady_elope_agree_player_vows:close_window|I do.{***}
dlga_lady_elope_agree_player_vows:close_window.1|Eh, what? This is all moving too fast...{***}
dlga_lady_elope_agree:close_window|Everything in {reg4?her:his} power, you say? Em... Let me think about this...{***}
